product_name,ingredients_text,serving_size
"Matouk's, Guava Jam","Guava pulp, cane sugar, glucose syrup, high fructose corn syrup, citric acid pectin, soybean oil.",19 g (1 Tbsp)
"Matouk's, Guava Jam, Guava","Guava pulp, cane sugar, glucose syrup, high fructose corn syrup, citric acid, pectin, soybean oil.",19 g (1 Tbsp)
"Day's, Pale Dry Ginger Ale","Carbonated water, high fructose corn syrup, natural flavor, citric acid, sodium benzoate (a preservative), caramel color.",240 ml (8 fl oz)
Day's Beverages,"Contains: carbonated water, high fructose corn syrup, caramel color, natural flavor, phosphoric acid, citric acid, gum acacia, caffeine.",240 ml (8 fl oz)
Soda,"Carbonated water, high fructose corn syrup, citric acid,natural and artificial flavor, sodium benzoate (a preservative) caramel color and red #40.",240 ml (8 fl oz)
Crumbled Gorgonzola Cheese,"Gorgonzola cheese (pasteurized milk, cheese culture, salt, enzymes, penicillium roquefortii, natamycin), powdered cellulose (to prevent caking)",28 g (1 oz)
Crumbled Blue Cheese,"Blue cheese (pasteurized milk, cheese culture, salt, enzymes, penicillium roquefortii, natamycin), powdered cellulose (to prevent caking)",28 g (1 oz)
Cracker Cuts Havarti Cheese,"Pasteurized milk, salt, cheese culture, enzymes.",28 g (3 SLICES)
Sharp Cheddar Cheese,"Pasteurized milk, cheese culture, salt, enzymes, annatto (if colored).",28 g (1 oz)
Sharp Cheddar,"Pasteurized milk, cheese culture, salt, and enzymes, aged over 6 months.",28 g (1 oz)
Extra Sharp Cheddar Cheese,"Milk, cheese culture, salt, enzymes and annatto (vegetable color)- if colored.",28 g (1 oz)
"Shredded Cheddar Natural Cheese, Mild","Pasteurized milk, cheese culture, salt, enzymes and annatto (if colored). potato starch and powdered cellulose added to prevent caking.",28 g (1 oz)
Monterey Jack Cheese,"Pasteurized milk, jalapeno peppers, cheese cultures, salt, enzymes.",21 g (21 g)
"Thoughtful, Mild Cheddar","Organic pasteurized milk, cheese cultures, salt, and microbial enzymes. powdered cellulose added to prevent caking.",28 g (0.25 cup)
"Thoughtful, Mozzarella Cheese","Organic pasteurized part-skim milk, cheese cultures, salt and microbial enzymes, powdered cellulose added to prevent caking.",28 g (0.25 cup)
"Thoughtful, Mild Cheddar Cheese","Organic pasteurized milk, cheese cultures, salt and microbial enzymes.",21 g (1 SLICE)
"Thoughtful, Colby Jack Cheese","Organic pasteurized milk, cheese cultures, salt, microbial enzymes and organic annatto [vegetable color].",21 g (1 SLICE)
"Thoughtful, Natural Mozzarella Cheese","Organic pasteurized part-skim milk, cheese cultures, salt and microbial enzymes.",28 g (1 INCH CUBE | ABOUT)
Dungeness Crab,"Dungeness crab, salt and citric acid.",56 g (2 oz)
Yellow & Blue Corn Tortilla Chips,"Stone ground yellow corn, stone ground blue corn, sunflower oil or corn oil, sea salt, water, trace of lime",28 g (1 oz)
"Rw Garcia, Big Bag, Yellow Corn Tortilla Chips","Organic stone ground yellow corn, sunflower oil or non-organic corn oil, sea salt, water, trace of lime.",28 g (1 oz)
"Rw Garcia, Big Bag, Blue Corn Tortilla Chips","Organic stone ground blue corn, sunflower oil or non-organic corn oil, sea salt, water, trace of lime.",28 g (1 oz)
Plain Lowfat Yogurt,"Cultured grade a reduced fat milk, pectin. contains active yogurt cultures including l. acidophilus",170 g (170 g)
"Lowfat Yogurt, Vanilla","Cultured grade a reduced fat milk, sugar natural vanilla flavor, pectin.contains active yogurt cultures including l.acidophilus",170 g (170 g)
Plain Nonfat Yogurt,"Cultured grade a non fat milk, pectin.",170 g (1 CONTAINER)
"Lowfat Yogurt, Plain","Cultured grade a reduced fat milk, pectin.",225 g (1 cup)
"Lowfat Yogurt, Vanilla","Cultured grade a reduced fat milk, sugar, natural vanilla flavor, pectial",225 g (1 cup)
"Nonfat Yogurt, Plain","Cultured grade a non fat milk, pectin. contains active yogurt cultures including l. acidophilus",225 g (1 cup)
"Oikos, Greek Nonfat Yogurt Plain",Cultured grade a non fat milk. contains active yogurt cultures.,150 g (150 g)
Greek Nonfat Yogurt,Cultured grade a non fat milk.,225 g (1 cup)
Hot Sauce,"Mixed hot peppers, sea salt.",5 ml (1 tsp)
Hojuelas de avena natural,Hojuelas de avena de grano entero,40 g
Pretzel,"Wheat flour, unbleached, water, soybean oil, palm oil, yeast, salt, enzyme.",170 g (6 ONZ)
"Pretzel Baron, Sesame Pretzel","Wheat flour, unbleached, water, soybean oil, palm oil, yeast, salt, enzyme, sesame seeds.",170 g (6 ONZ)
Sweet Potato Chips With Sea Salt,"Sweet potatoes, canola oil and/or safflower oil and/or sunflower oil, sea salt.",28 g (14 CHIPS | ABOUT)
Diced Tomatoes With Garlic & Onion,"Tomatoes, tomato juice, sugar, salt, dried onion, dried garlic, calcium chloride, citric acid, dried parsley, natural flavors",121 g (0.5 cup)
Sweet Peas,"Organic green peas, water, organic evaporated cane juice, sea salt.",125 g (0.5 cup)
Tomato Ketchup,"Tomato concentrate, high fructose corn syrup, vinegar, corn syrup, salt, onion powder, spice natural flavors.",17 g (1 Tbsp)
"Honey Roasted Peanuts, Honey","Peanuts, sugar, peanut and/or canola and/or cotton seed oil, honey, salt, modified potato starch, xanthan gum.",28 g (1 oz)
Whipped Cream Cheese Spread,"Pasteurized cultured milk and cream, whey, salt, stabilizers (xanthan, locust bean and guar gums), potassium sorbate (maintains freshness).",21 g (2 Tbsp)
Penne Rigate,100% certified organic hard amber durum wheat,56 g (2 oz)
Organic Rotini Macaroni Product,100% certified organic hard amber durum wheat.,56 g (2 oz)
Marshmallow Creme,"Corn syrup, sugar, water, egg whites, artificial flavor, xanthan gum, lactic acid, salt",12 g (2 Tbsp)
Mixed Vegetables,"Water, carrots, potatoes, celery, sweet peas, green beans, corn, lima beans, salt, calcium chloride (to maintain firmness), onion flavoring",125 g (0.5 cup)
Iodized Salt & Black Pepper Shaker Set,"Salt ingredients: salt, potassium iodide. pepper ingredients: ground black pepper.",1.5 g (0.25 tsp)
Garbanzo Beans,"Organic garbanzo beans, water, sea salt.",130 g (0.5 cup)
Kidney Beans Dark Red,"Ingredients: organic kidney beans, water, sea salt.",130 g (0.5 cup)
Organic Penne Rigate,Organic durum whole wheat flour.,56 g (0.75 cup)
Organic Whole Wheat Spaghetti Product,100% certified organic hard amber drum whole wheat,56 g (2 oz)
Pizza Sauce,"Tomato concentrate (water, tomato paste), spices, corn syrup, soybean oil, salt, olive oil, citric acid.",63 g (0.25 cup)
Low Fat Ricotta Cheese,"Pasteurized whey, pasteurized milk, vinegar, salt, stabilizer (modified corn starch, guar gum, carrageenan), vitamin a palmitate.",62 g (0.25 cup)
Organic Crushed Tomatoes,"Organic crushed tomatoes (water, organic concentrated crushed tomatoes).",63 g (0.25 cup)
Tomato Puree,"Organic tomato puree (water, organic tomato paste), citric acid.",60 g (0.25 cup)
Organic Whole Milk,"Organic grade a milk, vitamin d3.",240 ml (1 cup)
Organic 2% Reduced Fat Milk,"Organic grade a reduced fat milk, vitamin a palmitate, vitamin d3",240 ml (1 cup)
Organic Fat Free Milk,"Organic grade fat free milk, vitamin 1 palmitate, vitamin d3.",240 ml (1 cup)
Old Fashioned Kettle Chips,"Potatoes, vegetable oil (corn, and/or sunflower, and/or canola), salt.",28 g (12 CHIPS)
Circus Peanuts Candies,"Sugar, corn syrup, gelatin, high fructose corn syrup, artificial color (fd&c yellow 6), artificial flavor.",36 g (36 g)
Spice Drops Candies,"Sugar, corn syrup, dextrose, modified cornstarch, cornstarch, natural and artificial flavors, fd&c fed 40, yellow 6, yellow 5, blue 1.",42 g (42 g)
Organic Frosted Flakes Cereal,"Organic corn, organic cane sugar, sea salt.",30 g (1 cup)
Old Fashioned Kettle Chips,"Potatoes, sunflower oil and/or corn oil, maltodextrin, sodium diacetate, sea salt, salt, malic acid, sodium citrate, vinegar solids.",28 g (28 g)
"Mixed Fruit, Diced Peaches & Pears With Pineapple In Light Syrup","Peaches, water, pears, sugar, pineapple, natural flavoring, ascorbic acid (vitamin c), citric acid.",113 g (113 g)
Triple Cherry Mixed Fruit,"Peaches, water, pears, sugar, cherries artificially colored (fd&c red#3), natural flavoring, ascorbic acid (vitamin c), citric acid.",113 g (113 g)
"Diced Tomatoes & Green Chilies, Mild","Tomatoes with juice, water, chopped green chili peppers, salt, calcium chloride, citric acid, natural flavors, spices",121 g (0.5 cup)
Soy Sauce,"Water, hydrolyzed corn and soy protein, corn syrup, salt, caramel color, lactic acid, potassium sorbate as a preservative",15 ml (1 Tbsp)
"Marinade & Sauce, Teriyaki","Soy sauce (water, soybeans, wheat, salt), water, sugar, vinegar, wine, spices, onion powder, succinic acid, garlic powder, sodium benzoate (preservative)",15 ml (1 Tbsp)
Mixed Beans,"Water, pinto beans, great northern beans, red bean powder, salt, pork, oleoresin of paprika.",130 g (0.5 cup)
Petite Diced Tomatoes,"Tomatoes, tomato juice, salt, calcium chloride, citric acid",121 g (0.5 cup)
Creamy Peanut Butter Spread,"Dry-roasted blanched organic peanuts, organic palm fruit oil, organic sugar, salt",30 g (2 Tbsp)
"Vegetarian Refried Beans, Green Chile & Lime","Organic pinto beans, water, organic roasted green chile, organic lime juice, sea salt",130 g (0.5 cup)
"Organic 100% Juice From Concentrate With Added Ingredient, Grape","Filtered water, organic grape juice concentrate, citric acid, ascorbic acid (vitamin c).",240 ml (8 fl oz)
Lemonade,"Filtered water, organic sugar, organic lemon juice concentrate, organic lemon flavor, and citric acid.",240 ml (8 fl oz)
Granulated Sugar Substitute,"Dextrose with maltodextrin, 3.6% calcium saccharin (36 mg per packet), cream of tartar, calcium silicate (an anti-caking agent).",1 g (1 g)
Organic Tea,Ingredients: organic black tea organic oil of bergamot.,2 g (2 g)
"Organic Herbal Tea, Nighttime Blend","Ingredients: organic chamomile, organic spearmint, organic lemon grass.",1.6 g (1.6 g)
Butter Beans,"Prepared lima beans, water, salt, calcium chloride (firming agent), calcium disodium edta",130 g (0.5 cup)
Garbanzo Beans,"Prepared garbanzo beans, water, slat, calcium chloride (firming agent), calcium disodium edta and sodium metabisulfite (for color retention).",130 g (0.5 cup)
Chili Beans,"Prepared pinto beans, water, salt, corn starch-modified, spice, tomato paste, corn syrup, onion powder, garlic powder, caramel coloring",129 g (0.5 cup)
Pinto Beans,"Prepared pinto beans, water, salt, calcium chloride added to help maintain firmness, calcium disodium edta added to promote color retention",130 g (0.5 cup)
Golden Hominy,"Prepared yellow corn, water, slat, sodium bisulfite added to help promote color",128 g (0.5 cup)
White Hominy,"Prepared white corn, water, salt, sodium bisulfite added to help promote color",127 g (0.5 cup)
Blackeye Peas,"Prepared blackeye peas, water, salt, calcium chloride (to maintain firmness), calcium disodium edta (to maintain color)",130 g (0.5 cup)
Applesauce,"Ingredients: organic apples, organic sugar",113 g (113 g)
Organic Fire Roasted Diced Tomatoes In Jiuce,"Organic fire roasted diced tomatoes, organic tomato juice, sea salt, calcium chloride, citric acid.",121 g (12 cup)
"Organic Crunchy Peanut Butter Spread, Peanut Butter","Dry-roasted blanched organic peanuts, organic palm fruit oil, organic sugar and salt.",30 g (2 Tbsp)
Organic Diced Tomatoes,"Organically grown and processed tomatoes, organic tomato juice, sea salt, calcium chloride and citric acid.",127 g (0.5 cup)
Real Semi-Sweet Chocolate Chips,"Sugar, chocolate liquor, cocoa butter, butterfat (milk), soy lecithin added as an emulsifier, and vanilla.",15 g (15 g)
Apple Jelly,"Apple juice (water and apple juice concentrate), corn syrup, high fructose corn syrup, fruit pectin and citric acid.",20 g (1 Tbsp)
All-Vegetable Shortening,"Partially hydrogenated soybean and cottonseed oil, vegetable mono & diglycerides.",13 g (1 Tbsp)
All-Purpose Flour Harina,"Enriched bleached wheat flour (bleached wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid).",30 g (0.25 cup)
Low Fat Milk,"Organic grade a low fat milk, vitamin a palmate, vitamin d3",240 ml (1 cup)
"Organic 100% Juice From Concentrate With Added Ingredients, Tomato","Filtered water, organic tomato concentrate, salt, ascorbic acid (vitamin c).",240 ml (8 fl oz)
Organic Balsamic Vinegar,"Wine vinegar, concentrated grape must, (antioxidant).",15 ml (1 Tbsp)
Petite Diced Tomatoes With Green Chilies,"Tomatoes. tomato juice, chopped green chili peppers, salt, vinegar, spices, cilantro, calcium chloride, citric acid",121 g (0.5 cup)
Fruit Spread,"Organic morello cherries, organic fair trade cane sugar*, natural apple pectin, ascorbic acid (vitamin c), citric acid.",18 g (1 Tbsp)
Preserves,"Apricots, high fructose corn syrup, corn syrup, sugar, fruit pectin and citric acid",20 g (1 Tbsp)
Organic Refried Beans,"Cooked organic pinto beans, water, sea salt, organic onion powder, organic chili pepper, organic spice, organic garlic powder.",124 g (0.5 cup)
"Soy Crisps, Sea Salt","Soy flour, rice pieces, sunflower oil, sea salt, salt.",28 g (28 g)
Petite Diced Tomatoes With Sweet Onion,"Tomatoes, tomato juice, sugar, dried onion, salt, calcium chloride, natural flavors, citric acid, dried garlic",121 g (0.5 cup)
Petite Diced Tomatoes,"Tomatoes, tomato juice, salt, citric aid, calcium chloride",121 g (0.5 cup)
Spanish Olives,"Manzanilla olives, water, pimiento, salt, lactic acid, sodium alginate, guar gum, calcium chloride and potassium sorbate as preservative.",15 g (15 g)
Quick Grits,"White hominy grits made from corn, niacin*, reduced iron, thiamin mononitrate*, riboflavin*, folic acid*",37 g (3 Tbsp)
Creamy Peanut Butter,"Peanuts, sugar, contains 2% or less of: fully hydrogenated vegetable oils (cottonseed, soybean, rapeseed), dextrose, salt, molasses, and monoglycerides.",32 g (2 Tbsp)
Lime Juice,"Lime juice from concentrate (water, concentrated lime juice), lime oil, sodium bisulfite (preservative).",5 ml (1 tsp)
Instant Oatmeal,"Ingredients: organic rolled oats, organic dehydrated cane juice solids, organic maple sugar, sea salt, natural flavor, organic spices.",40 g (40 g)
Organic Apple Sauce,"Ingredients: organic apples, organic sugar, organic ground, cinnamon.",113 g (113 g)
"Fully Cooked Bacon, Smoke","Bacon (cured with water, salt, sugar, smoke flavoring, sodium phosphate, sodium erythorbate, sodium nitrate).",15 g (15 g)
"100% Juice, Lemon","Water, lemon juice concentrate, lemon oil, sodium benzoate and sodium bisulfite as preservatives.",5 ml (1 tsp)
"Food Club, Picante Sauce, Medium","Crushed tomatoes (water, concentrated crushed tomatoes), jalapeno peppers, onions, water, distilled vinegar, salt, dehydrated onions, dehydrated garlic, natural flavorings.",31 g (2 Tbsp)
Lite Yellow Cling Sliced Peaches In Pear Juice From Concentrate,"Peaches, water, pear juice concentrate.",124 g (0.5 cup)
Diced Green Chiles,"Green chile peppers, water, contains less than 2% of calcium chloride, citric acid and salt",30 g (2 Tbsp)
Over Baked Rice Crisps,"Ingredients: rice pieces (rice flour,salt),corn (with germ removed),sugar,natural flavors,sweetened condensed milk,high fructose corn syrup,salt,caramel color,soy lecithin,sucralose",15 g (15 g)
Baby Kosher Dill,"Fresh cucumbers, water, vinegar, salt, calcium chloride, natural flavors, garlic oil, polysorbate 80, yellow 5, blue 1.",28 g (1 oz)
"100% Juice From Concetrate With Added Ingredient, Pomegranate","Pomegranate juice from concentrate (filtered water, pomegranate juice concentrate), natural flavors.",240 ml (8 fl oz)
Authentic Yellow Corn,"Stone ground corn flour, coconut oil, water, iron, niacin, thiamine, riboflavin, folic acid, lime.",35 g (35 g)
Diet Cola,"Carbonated water, caramel color, aspartame, phosphate acid, potassium benzoate (a preservative), citric acid, caffeine, natural flavor.",355 ml (1 CAN)
Dr. Wow,"Carbonated water, high fructose corn syrup, carmel color, phosphoric acid, natural and artificial flavor, sodium benzoate (preservative), caffeine.",355 ml (1 CAN)
"Diet Cola, Calorie Free","Carbonated water, caramel color, aspartame, phosphoric acid, potassium benzoate (a preservative), citric acid, caffeine, natural flavor.",240 ml (8 fl oz)
Cream Cheese Spread With Onions & Chives,"Pasteurized cultured milk and cream, whey, onions, chives, salt, stabilizers (xanthan, locust bean and guar gums), potassium sorbate (maintains freshness).",30 g (2 Tbsp)
"Organic Juice, Orange",Organic orange juice from concentrate (filtered water and concentrated organic orange juice) and pasteurized organic orange juice.,240 ml (8 fl oz)
"Organic Instant Oatmeal, Oats & Flax","Organic rolled oats, organic cane sugar, organic flaxseed, sea salt.",40 g (1 PACKET)
Potato O'Brien,"Potatoes, onions, green and red peppers.",85 g (1 cup)
Organic Vegetable Chicken Dinner For Babies,"Water, organic potatoes, organic carrots, organic apple puree, organic chicken, organic celery, organic barley flour, organic peas.",113 g (113 g)
